step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,nameOrig_outDegree,nameDest_inDegree,HourOfDay,DayOfWeek,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,account_age_steps,txn_amount_vs_historical_avg,orig_community_id,dest_community_id,is_cross_community_txn,payee_past_fraud_ratio,is_single_path_transfer,isComplexFraud,avg_txn_amount_last_5,txn_count_orig,is_night_txn,is_weekend,orig_balance_change,dest_balance_change,txn_vs_orig_balance,txn_vs_dest_balance,degree_ratio,is_cross_community_txn_num,is_single_path_transfer_num,transaction_type,fraud_type
586,TRANSFER,2581549.92,C1168747121,2581549.92,0.0,C1191561711,0.0,0.0,1,0,1,1,10,3,0,0,0,0,1,0,1.0,445161,445161,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,2581550000000.0,1.0,0,0,transfer,Fake Transfer Fraud
719,TRANSFER,119306.06,C1183843461,119306.06,0.0,C1830685403,0.0,0.0,1,0,1,1,23,1,0,0,0,0,1,0,1.0,456548,456548,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,119306000000.0,1.0,0,0,transfer,Fake Transfer Fraud
99,CASH_OUT,286670.9,C468670582,286670.9,0.0,C1129467798,1028298.11,1314969.01,1,0,1,3,3,4,0,1,0,0,0,0,1.0,61286,61286,0,0.333333333,0,0,0,1,1,0,1.0,0.278781899,1.0,0.278781899,0.5,0,0,debit,Account Takeover Fraud
127,TRANSFER,6910926.92,C119613068,6910926.92,0.0,C947645496,0.0,0.0,1,0,1,1,7,5,0,0,0,0,1,0,1.0,78282,78282,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,6910930000000.0,1.0,0,0,transfer,Fake Transfer Fraud
236,CASH_OUT,67050.5,C1343549154,67050.5,0.0,C133181668,0.0,67050.5,1,0,1,2,20,2,0,1,0,0,0,0,1.0,224084,224084,0,0.5,0,0,0,1,0,0,1.0,67050500000.0,1.0,67050500000.0,0.666666667,0,0,debit,Account Takeover Fraud
669,CASH_OUT,111033.79,C628538240,111033.79,0.0,C1203444656,470258.81,581292.59,1,0,1,3,21,6,0,1,0,0,0,0,1.0,358783,358783,0,0.333333333,0,0,0,1,0,1,1.0,0.236112068,1.0,0.236112089,0.5,0,0,debit,Account Takeover Fraud
375,TRANSFER,667733.81,C1449311251,667733.81,0.0,C1975743671,0.0,0.0,1,0,1,1,15,1,0,0,0,0,1,0,1.0,383770,383770,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,667734000000.0,1.0,0,0,transfer,Fake Transfer Fraud
216,CASH_OUT,31358.72,C2117610925,31358.72,0.0,C1891377178,420767.03,452125.75,1,0,1,1,0,2,0,1,0,0,0,0,1.0,201333,201333,0,1.0,0,0,0,1,1,0,1.0,0.074527512,1.0,0.074527512,1.0,0,0,debit,Account Takeover Fraud
461,TRANSFER,1028284.82,C469537628,1028284.82,0.0,C161770106,0.0,0.0,1,0,1,1,5,5,0,0,0,0,1,0,1.0,431673,431673,0,1.0,0,0,0,1,1,1,1.0,0.0,1.0,1028280000000.0,1.0,0,0,transfer,Fake Transfer Fraud
460,TRANSFER,2059980.16,C1506089450,2059980.16,0.0,C1564280287,0.0,0.0,1,0,1,1,4,5,0,0,0,0,1,0,1.0,431670,431670,0,1.0,0,0,0,1,1,1,1.0,0.0,1.0,2059980000000.0,1.0,0,0,transfer,Fake Transfer Fraud
227,TRANSFER,182666.85,C206181066,182666.85,0.0,C316118193,0.0,0.0,1,0,1,1,11,2,0,0,0,0,1,0,1.0,207154,207154,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,182667000000.0,1.0,0,0,transfer,Fake Transfer Fraud
713,TRANSFER,773926.81,C1576289672,773926.81,0.0,C239130588,0.0,0.0,1,0,1,1,17,1,0,0,0,0,1,0,1.0,456222,456222,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,773927000000.0,1.0,0,0,transfer,Fake Transfer Fraud
333,TRANSFER,17207.65,C1767715756,17207.65,0.0,C785026451,0.0,0.0,1,0,1,1,21,6,0,0,0,0,1,0,1.0,340359,340359,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,17207650000.0,1.0,0,0,transfer,Fake Transfer Fraud
463,CASH_OUT,279826.54,C616239672,279826.54,0.0,C583085719,492054.19,771880.72,1,0,1,1,7,5,0,1,0,0,0,0,1.0,431678,431678,0,1.0,0,0,0,1,0,1,1.0,0.568690473,1.0,0.568690493,1.0,0,0,debit,Account Takeover Fraud
229,CASH_OUT,38580.45,C282585664,38580.45,0.0,C2031301497,335633.03,374213.48,1,0,1,2,13,2,0,1,0,0,0,0,1.0,209627,209627,0,0.5,0,0,0,1,0,0,1.0,0.114948311,1.0,0.114948311,0.666666667,0,0,debit,Account Takeover Fraud
160,TRANSFER,32872.0,C364430080,32872.0,0.0,C1690780304,0.0,0.0,1,0,1,2,16,6,0,0,0,0,1,0,1.0,124314,124314,0,0.5,0,0,0,1,0,1,1.0,0.0,1.0,32872000000.0,0.666666667,0,0,transfer,Fake Transfer Fraud
634,TRANSFER,458603.07,C1922018955,458603.07,0.0,C1621235594,0.0,0.0,1,0,1,1,10,5,0,0,0,0,1,0,1.0,449968,449968,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,458603000000.0,1.0,0,0,transfer,Fake Transfer Fraud
61,CASH_OUT,1735466.52,C319563760,1735466.52,0.0,C2133088178,0.0,1735466.52,1,0,1,2,13,2,0,1,0,0,0,0,1.0,75268,75268,0,0.5,0,0,0,1,0,0,1.0,1735470000000.0,1.0,1735470000000.0,0.666666667,0,0,debit,Account Takeover Fraud
34,TRANSFER,428239.03,C711340026,428239.03,0.0,C674486348,0.0,0.0,1,0,1,1,10,1,0,0,0,0,1,0,1.0,45451,45451,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,428239000000.0,1.0,0,0,transfer,Fake Transfer Fraud
18,CASH_OUT,307739.18,C281912643,307739.18,0.0,C1264205758,25326.0,838246.41,1,0,1,6,18,0,0,1,0,0,0,0,1.0,30534,30534,0,0.166666667,0,0,0,1,0,0,1.0,32.09825515,1.0,12.15111664,0.285714286,0,0,debit,Account Takeover Fraud
95,CASH_OUT,53062.52,C530884257,53062.52,0.0,C901438460,4256174.24,4309236.76,1,0,1,5,23,3,0,1,0,0,0,0,1.0,42119,42119,0,0.2,0,0,0,1,0,0,1.0,0.012467187,1.0,0.012467187,0.333333333,0,0,debit,Account Takeover Fraud
78,CASH_OUT,2254934.36,C706933703,2254934.36,0.0,C273430415,364128.61,2619062.97,1,0,1,3,6,3,0,1,0,0,0,0,1.0,75286,75286,0,0.333333333,0,0,0,1,1,0,1.0,6.192686589,1.0,6.192686589,0.5,0,0,debit,Account Takeover Fraud
321,CASH_OUT,203874.62,C2016803098,203874.62,0.0,C1127806629,472690.19,676564.81,1,0,1,1,9,6,0,1,0,0,0,0,1.0,316349,316349,0,1.0,0,0,0,1,0,1,1.0,0.431307068,1.0,0.431307068,1.0,0,0,debit,Account Takeover Fraud
509,TRANSFER,407320.01,C419252042,407320.01,0.0,C903832238,0.0,0.0,1,0,1,1,5,0,0,0,0,0,1,0,1.0,434839,434839,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,407320000000.0,1.0,0,0,transfer,Fake Transfer Fraud
731,TRANSFER,31887.18,C1764583028,31887.18,0.0,C252274322,0.0,0.0,1,0,1,1,11,2,0,0,0,0,1,0,1.0,456560,456560,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,31887180000.0,1.0,0,0,transfer,Fake Transfer Fraud
92,TRANSFER,19742.71,C199871794,19742.71,0.0,C1396988344,0.0,0.0,1,0,1,1,20,3,0,0,0,0,1,0,1.0,75297,75297,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,19742710000.0,1.0,0,0,transfer,Fake Transfer Fraud
691,CASH_OUT,473086.28,C258022206,473086.28,0.0,C1286966923,22270848.04,22743934.32,1,0,1,3,19,0,0,1,0,0,0,0,1.0,38086,38086,0,0.333333333,0,0,0,1,0,0,1.0,0.021242401,1.0,0.021242401,0.5,0,0,debit,Account Takeover Fraud
36,CASH_OUT,326884.31,C1259393771,326884.31,0.0,C275053310,337428.2,664312.51,1,0,1,4,12,1,0,1,0,0,0,0,1.0,37998,37998,0,0.25,0,0,0,1,0,0,1.0,0.968752197,1.0,0.968752197,0.4,0,0,debit,Account Takeover Fraud
406,CASH_OUT,4160888.06,C1407865578,4160888.06,0.0,C94243065,367689.67,4528577.73,1,0,1,3,22,2,0,1,0,0,0,0,1.0,107247,107247,0,0.333333333,0,0,0,1,0,0,1.0,11.31630394,1.0,11.31630394,0.5,0,0,debit,Account Takeover Fraud
264,TRANSFER,84196.79,C1271945104,84196.79,0.0,C622968772,0.0,0.0,1,0,1,1,0,4,0,0,0,0,1,0,1.0,259618,259618,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,84196790000.0,1.0,0,0,transfer,Fake Transfer Fraud
437,TRANSFER,367364.8,C1645177442,367364.8,0.0,C1573230375,0.0,0.0,1,0,1,1,5,4,0,0,0,0,1,0,1.0,430812,430812,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,367365000000.0,1.0,0,0,transfer,Fake Transfer Fraud
25,CASH_OUT,249159.26,C1962232117,249159.26,0.0,C750661006,285997.41,535156.67,1,0,1,2,1,1,0,1,0,0,0,0,1.0,42949,42949,0,0.5,0,0,0,1,1,0,1.0,0.871194113,1.0,0.871194113,0.666666667,0,0,debit,Account Takeover Fraud
485,CASH_OUT,277485.25,C1606328682,277485.25,0.0,C435666818,0.0,277485.25,1,0,1,1,5,6,0,1,0,0,0,0,1.0,433027,433027,0,1.0,0,0,0,1,1,1,1.0,277485000000.0,1.0,277485000000.0,1.0,0,0,debit,Account Takeover Fraud
719,TRANSFER,1842163.57,C445994670,1842163.57,0.0,C2123813082,0.0,0.0,1,0,1,1,23,1,0,0,0,0,1,0,1.0,456547,456547,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,1842160000000.0,1.0,0,0,transfer,Fake Transfer Fraud
411,TRANSFER,1240717.75,C2142112051,1240717.75,0.0,C853827129,0.0,0.0,1,0,1,1,3,3,0,0,0,0,1,0,1.0,429268,429268,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,1240720000000.0,1.0,0,0,transfer,Fake Transfer Fraud
538,TRANSFER,202968.27,C1447646431,202968.27,0.0,C1137974608,0.0,0.0,1,0,1,1,10,1,0,0,0,0,1,0,1.0,438864,438864,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,202968000000.0,1.0,0,0,transfer,Fake Transfer Fraud
739,CASH_OUT,194521.28,C1558118886,194521.28,0.0,C987019949,7203373.74,7397895.02,1,0,1,1,19,2,0,1,0,0,0,0,1.0,456566,456566,0,1.0,0,0,0,1,0,0,1.0,0.027004191,1.0,0.027004191,1.0,0,0,debit,Account Takeover Fraud
189,TRANSFER,358529.2,C2049488051,358529.2,0.0,C43121788,0.0,0.0,1,0,1,1,21,0,0,0,0,0,1,0,1.0,168252,168252,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,358529000000.0,1.0,0,0,transfer,Fake Transfer Fraud
727,TRANSFER,276298.49,C2044117692,276298.49,0.0,C71460104,0.0,0.0,1,0,1,1,7,2,0,0,0,0,1,0,1.0,456556,456556,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,276298000000.0,1.0,0,0,transfer,Fake Transfer Fraud
565,TRANSFER,112958.85,C527712265,112958.85,0.0,C1783916245,0.0,0.0,1,0,1,1,13,2,0,0,0,0,1,0,1.0,442967,442967,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,112959000000.0,1.0,0,0,transfer,Fake Transfer Fraud
549,CASH_OUT,21662.5,C34016039,21662.5,0.0,C690443713,0.0,21662.5,1,0,1,2,21,1,0,1,0,0,0,0,1.0,326107,326107,0,0.5,0,0,0,1,0,0,1.0,21662500000.0,1.0,21662500000.0,0.666666667,0,0,debit,Account Takeover Fraud
537,CASH_OUT,81278.73,C58339720,81278.73,0.0,C1656842502,2087033.64,2168312.37,1,0,1,1,9,1,0,1,0,0,0,0,1.0,438754,438754,0,1.0,0,0,0,1,0,0,1.0,0.038944619,1.0,0.038944619,1.0,0,0,debit,Account Takeover Fraud
78,CASH_OUT,178569.48,C395825139,178569.48,0.0,C1241208981,263128.53,441698.01,1,0,1,2,6,3,0,1,0,0,0,0,1.0,75285,75285,0,0.5,0,0,0,1,1,0,1.0,0.678639751,1.0,0.678639751,0.666666667,0,0,debit,Account Takeover Fraud
365,TRANSFER,93581.19,C948820574,93581.19,0.0,C1013301931,0.0,0.0,1,0,1,1,5,1,0,0,0,0,1,0,1.0,372137,372137,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,93581190000.0,1.0,0,0,transfer,Fake Transfer Fraud
323,CASH_OUT,7596886.83,C1942950399,7596886.83,0.0,C1781043707,1022130.96,8619017.79,1,0,1,4,11,6,0,1,0,0,0,0,1.0,243843,243843,0,0.25,0,0,0,1,0,1,1.0,7.432400668,1.0,7.432400668,0.4,0,0,debit,Account Takeover Fraud
537,TRANSFER,2463190.9,C1545516958,2463190.9,0.0,C121750661,0.0,0.0,1,0,1,1,9,1,0,0,0,0,1,0,1.0,438753,438753,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,2463190000000.0,1.0,0,0,transfer,Fake Transfer Fraud
552,TRANSFER,692743.57,C1785747825,692743.57,0.0,C1989613920,0.0,0.0,1,0,1,1,0,2,0,0,0,0,1,0,1.0,442316,442316,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,692744000000.0,1.0,0,0,transfer,Fake Transfer Fraud
458,CASH_OUT,256556.98,C1479418663,256556.98,0.0,C756475678,5902110.04,6158667.02,1,0,1,5,2,5,0,1,0,0,0,0,1.0,1798,1798,0,0.2,0,0,0,1,1,1,1.0,0.043468688,1.0,0.043468688,0.333333333,0,0,debit,Account Takeover Fraud
501,CASH_OUT,1318024.48,C1034418491,1318024.48,0.0,C2100824966,544.32,1318568.8,1,0,1,1,21,6,0,1,0,0,0,0,1.0,434594,434594,0,1.0,0,0,0,1,0,1,1.0,2421.414752,1.0,2421.414752,1.0,0,0,debit,Account Takeover Fraud
86,TRANSFER,72547.29,C759761137,72547.29,0.0,C1046167270,0.0,0.0,1,0,1,2,14,3,0,0,0,0,1,0,1.0,75293,75293,0,0.5,0,0,0,1,0,0,1.0,0.0,1.0,72547290000.0,0.666666667,0,0,transfer,Fake Transfer Fraud
154,TRANSFER,141837.8,C1874018403,141837.8,0.0,C1391104856,0.0,0.0,1,0,1,1,10,6,0,0,0,0,1,0,1.0,111395,111395,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,141838000000.0,1.0,0,0,transfer,Fake Transfer Fraud
189,TRANSFER,121579.98,C1949146273,121579.98,0.0,C979925906,0.0,0.0,1,0,1,3,21,0,0,0,0,0,1,0,1.0,167965,167965,0,0.333333333,0,0,0,1,0,0,1.0,0.0,1.0,121580000000.0,0.5,0,0,transfer,Fake Transfer Fraud
68,TRANSFER,374178.28,C486342629,374178.28,0.0,C249139572,0.0,0.0,1,0,1,2,20,2,0,0,0,0,1,0,1.0,75280,75280,0,0.5,0,0,0,1,0,0,1.0,0.0,1.0,374178000000.0,0.666666667,0,0,transfer,Fake Transfer Fraud
664,TRANSFER,171935.25,C1235622131,171935.25,0.0,C432129572,0.0,0.0,1,0,1,1,16,6,0,0,0,0,1,0,1.0,451352,451352,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,171935000000.0,1.0,0,0,transfer,Fake Transfer Fraud
714,TRANSFER,8838.19,C356480504,8838.19,0.0,C1101816273,0.0,0.0,1,0,1,1,18,1,0,0,0,0,1,0,1.0,456259,456259,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,8838190000.0,1.0,0,0,transfer,Fake Transfer Fraud
208,CASH_OUT,4815187.09,C2087122635,4815187.09,0.0,C73237279,370304.5,5185491.59,1,0,1,3,16,1,0,1,0,0,0,0,1.0,154239,154239,0,0.333333333,0,0,0,1,0,0,1.0,13.00331778,1.0,13.00331778,0.5,0,0,debit,Account Takeover Fraud
385,TRANSFER,627088.33,C2099684775,627088.33,0.0,C835286210,0.0,0.0,1,0,1,1,1,2,0,0,0,0,1,0,1.0,399101,399101,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,627088000000.0,1.0,0,0,transfer,Fake Transfer Fraud
685,CASH_OUT,537539.97,C229919589,537539.97,0.0,C1914366882,0.0,537539.97,1,0,1,1,13,0,0,1,0,0,0,0,1.0,452513,452513,0,1.0,0,0,0,1,0,0,1.0,537540000000.0,1.0,537540000000.0,1.0,0,0,debit,Account Takeover Fraud
553,TRANSFER,244312.69,C1640049585,244312.69,0.0,C542321512,0.0,0.0,1,0,1,1,1,2,0,0,0,0,1,0,1.0,442381,442381,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,244313000000.0,1.0,0,0,transfer,Fake Transfer Fraud
667,CASH_OUT,71554.74,C1625817062,71554.74,0.0,C1560648238,527488.43,599043.17,1,0,1,1,19,6,0,1,0,0,0,0,1.0,451439,451439,0,1.0,0,0,0,1,0,1,1.0,0.135651772,1.0,0.135651772,1.0,0,0,debit,Account Takeover Fraud
296,TRANSFER,5591414.49,C68688915,5591414.49,0.0,C1379652013,0.0,0.0,1,0,1,1,8,5,0,0,0,0,1,0,1.0,285118,285118,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,5591410000000.0,1.0,0,0,transfer,Fake Transfer Fraud
616,CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1,0,1,1,16,4,0,1,0,0,0,0,1.0,449446,449446,0,1.0,0,0,0,1,0,0,1.0,7240970000000.0,1.0,7240970000000.0,1.0,0,0,debit,Account Takeover Fraud
343,CASH_OUT,237943.62,C2097433911,237943.62,0.0,C1006104964,2391221.01,2629164.62,1,0,1,6,7,0,0,1,0,0,0,0,1.0,29377,29377,0,0.166666667,0,0,0,1,0,0,1.0,0.099507159,1.0,0.099507163,0.285714286,0,0,debit,Account Takeover Fraud
445,CASH_OUT,2277862.67,C130301961,2277862.67,0.0,C338862629,6894555.29,9172417.96,1,0,1,5,13,4,0,1,0,0,0,0,1.0,13910,13910,0,0.2,0,0,0,1,0,0,1.0,0.330385728,1.0,0.330385728,0.333333333,0,0,debit,Account Takeover Fraud
155,TRANSFER,682309.83,C1780509155,682309.83,0.0,C393947373,0.0,99994.39,1,0,1,6,11,6,0,0,0,0,1,0,1.0,114133,114133,0,0.166666667,0,0,0,1,0,1,1.0,99994390000.0,1.0,682310000000.0,0.285714286,0,0,transfer,Suspicious High-Value Fraud
349,CASH_OUT,1258706.84,C323473080,1258706.84,0.0,C56779001,1054367.91,2313074.75,1,0,1,1,13,0,0,1,0,0,0,0,1.0,350665,350665,0,1.0,0,0,0,1,0,0,1.0,1.193802304,1.0,1.193802304,1.0,0,0,debit,Account Takeover Fraud
620,CASH_OUT,260408.9,C2004565977,260408.9,0.0,C1185249174,0.0,260408.9,1,0,1,1,20,4,0,1,0,0,0,0,1.0,449858,449858,0,1.0,0,0,0,1,0,0,1.0,260409000000.0,1.0,260409000000.0,1.0,0,0,debit,Account Takeover Fraud
160,CASH_OUT,7670038.08,C1039668554,7670038.08,0.0,C2113941945,855331.21,8525369.29,1,0,1,3,16,6,0,1,0,0,0,0,1.0,53242,53242,0,0.333333333,0,0,0,1,0,1,1.0,8.967331006,1.0,8.967331006,0.5,0,0,debit,Account Takeover Fraud
361,CASH_OUT,1082308.05,C1573791290,1082308.05,0.0,C634269340,13646872.52,14729180.57,1,0,1,1,1,1,0,1,0,0,0,0,1.0,371970,371970,0,1.0,0,0,0,1,1,0,1.0,0.079308138,1.0,0.079308138,1.0,0,0,debit,Account Takeover Fraud
309,CASH_OUT,3490916.0,C1526528147,3490916.0,0.0,C138172146,112756.43,3603672.42,1,0,1,1,21,5,0,1,0,0,0,0,1.0,312813,312813,0,1.0,0,0,0,1,0,1,1.0,30.95979529,1.0,30.95979537,1.0,0,0,debit,Account Takeover Fraud
322,CASH_OUT,365114.84,C1664110305,365114.84,0.0,C1912599968,89333.98,454448.82,1,0,1,1,10,6,0,1,0,0,0,0,1.0,317786,317786,0,1.0,0,0,0,1,0,1,1.0,4.087076832,1.0,4.087076832,1.0,0,0,debit,Account Takeover Fraud
249,TRANSFER,358440.67,C1621453124,358440.67,0.0,C1530549308,0.0,0.0,1,0,1,1,9,3,0,0,0,0,1,0,1.0,231408,231408,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,358441000000.0,1.0,0,0,transfer,Fake Transfer Fraud
90,TRANSFER,7696836.35,C1641731466,7696836.35,0.0,C290559240,0.0,0.0,1,0,1,1,18,3,0,0,0,0,1,0,1.0,75295,75295,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,7696840000000.0,1.0,0,0,transfer,Fake Transfer Fraud
320,TRANSFER,171200.54,C1500602777,171200.54,0.0,C2119310535,0.0,0.0,1,0,1,1,8,6,0,0,0,0,1,0,1.0,315278,315278,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,171201000000.0,1.0,0,0,transfer,Fake Transfer Fraud
265,CASH_OUT,3929113.14,C663685231,3929113.14,0.0,C1288873537,2171552.02,6100665.15,1,0,1,7,1,4,0,1,0,0,0,0,1.0,55489,55489,0,0.142857143,0,0,0,1,1,0,1.0,1.80935713,1.0,1.809357134,0.25,0,0,debit,Account Takeover Fraud
16,CASH_OUT,2701905.3,C2140905252,2701905.3,0.0,C970796050,57418.0,2759323.3,1,0,1,1,16,0,0,1,0,0,0,0,1.0,25760,25760,0,1.0,0,0,0,1,0,0,1.0,47.05676443,1.0,47.05676443,1.0,0,0,debit,Account Takeover Fraud
9,CASH_OUT,361559.69,C684758020,361559.69,0.0,C1769042905,504667.31,189441.24,1,0,1,5,9,0,0,1,0,0,0,0,1.0,1958,1958,0,0.2,0,0,0,1,0,0,1.0,-0.624621535,1.0,0.716431762,0.333333333,0,0,debit,Account Takeover Fraud
330,TRANSFER,61756.82,C1415217064,61756.82,0.0,C2101562170,0.0,0.0,1,0,1,1,18,6,0,0,0,0,1,0,1.0,332924,332924,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,61756820000.0,1.0,0,0,transfer,Fake Transfer Fraud
617,CASH_OUT,10000000.0,C1677039996,10000000.0,0.0,C454550281,0.0,10000000.0,1,0,1,2,17,4,0,1,0,0,0,0,1.0,369059,369059,0,0.5,0,0,0,1,0,0,1.0,10000000000000.0,1.0,10000000000000.0,0.666666667,0,0,debit,Account Takeover Fraud
188,TRANSFER,389214.05,C1298821369,389214.05,0.0,C476199705,0.0,0.0,1,0,1,1,20,0,0,0,0,0,1,0,1.0,167760,167760,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,389214000000.0,1.0,0,0,transfer,Fake Transfer Fraud
409,TRANSFER,10000000.0,C417104903,19033760.73,9033760.73,C1127889492,0.0,0.0,1,0,1,1,1,3,0,0,0,0,1,0,1.0,429263,429263,0,1.0,0,0,0,1,1,0,0.525382248,0.0,0.525382248,10000000000000.0,1.0,0,0,transfer,Fake Transfer Fraud
85,CASH_OUT,678058.75,C9701690,678058.75,0.0,C617022852,7175958.36,7854017.11,1,0,1,7,13,3,0,1,0,0,0,0,1.0,132612,132612,0,0.142857143,0,0,0,1,0,0,1.0,0.094490341,1.0,0.094490341,0.25,0,0,debit,Account Takeover Fraud
403,TRANSFER,196254.03,C828932813,196254.03,0.0,C1502933385,0.0,0.0,1,0,1,1,19,2,0,0,0,0,1,0,1.0,422225,422225,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,196254000000.0,1.0,0,0,transfer,Fake Transfer Fraud
602,TRANSFER,232185.56,C1693098811,232185.56,0.0,C1196187420,0.0,0.0,1,0,1,1,2,4,0,0,0,0,1,0,1.0,449013,449013,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,232186000000.0,1.0,0,0,transfer,Fake Transfer Fraud
